condition,source_file,requestIndex,eventId,scenarioName,eventType,severity,group,ablationMode,success,n_gold,evidence_hits,Re_assist,expected_responsibility,predicted_responsibility,responsibility_consistent,N_wrong_assist,N_claim_assist,Ef_assist,readability_assist,evidence_count,suggestion_count,field_completeness,structured_compliance,confidence_present,evidence_fill_ratio,rawText_chars,rawText_non_overlap,derived_signal_recall,analysis_depth_chars,QI_sample,summary_chars,rootCause_chars,total_text_chars,latency_ms,prompt_tokens,completion_tokens,total_tokens,retry_count,prompt_chars,fact_notes,error,summary,rootCause,evidencePoints
A_D0,cloud_experiment_results_A_D0_20260519_024529Z.json,11,EXP-20260518-012,传感器融合短时失效,AUTOPILOT_FAULT,HIGH,A,D0,True,6,0,0.0,系统,系统,True,0,2,0.0,2.4,0,1,0.0,0.1429,True,0.0,0,0.0,0.0,2,42.0,37,23,70,6832.3,133,401,534,0,270,,,事故AUTOPILOT_FAULT发生于苏州·工业园区，严重程度HIGH。,主要责任驾驶员20%，系统70%，环境10%。,
A_D0,cloud_experiment_results_A_D0_20260519_024529Z.json,12,EXP-20260518-013,接管请求延迟,AUTOPILOT_FAULT,HIGH,A,D0,True,6,0,0.0,系统,系统,True,0,2,0.0,1.35,0,0,0.0,0.0,False,0.0,0,0.0,0.0,0,36.75,36,22,64,4068.3,134,199,333,0,268,,,事故AUTOPILOT_FAULT发生于深圳·南山区，严重程度HIGH。,主要责任驾驶员29%，系统62%，环境9%。,
A_D0,cloud_experiment_results_A_D0_20260519_024529Z.json,13,EXP-20260518-014,前车急刹反应滞后,DRIVER_SLOW_REACTION,LOW,A,D0,True,6,0,0.0,驾驶员,驾驶员,True,0,1,0.0,1.35,0,0,0.0,0.0,False,0.0,62,0.0,0.0,0,36.75,39,23,130,4993.2,134,403,537,0,272,,,事故DRIVER_SLOW_REACTION发生于北京·亦庄，严重程度LOW。,主要责任驾驶员58%，系统30%，环境12%。,
A_D0,cloud_experiment_results_A_D0_20260519_024529Z.json,14,EXP-20260518-015,夜间眩光下制动偏晚,DRIVER_SLOW_REACTION,HIGH,A,D0,True,6,0,0.0,驾驶员,驾驶员,True,0,1,0.0,1.35,0,0,0.0,0.0,False,0.0,67,0.0,0.0,0,36.75,43,23,139,10725.6,134,848,982,0,276,,,事故DRIVER_SLOW_REACTION发生于武汉·东湖高新区，严重程度HIGH。,主要责任驾驶员68%，系统22%，环境10%。,
A_D0,cloud_experiment_results_A_D0_20260519_024529Z.json,15,EXP-20260518-016,分心使用手机,DRIVER_SLOW_REACTION,LOW,A,D0,True,6,0,0.0,驾驶员,驾驶员,True,0,1,0.0,1.35,0,0,0.0,0.0,False,0.0,0,0.0,0.0,0,36.75,41,23,70,12706.2,133,896,1029,0,274,,,事故DRIVER_SLOW_REACTION发生于苏州·工业园区，严重程度LOW。,主要责任驾驶员68%，系统22%，环境10%。,
A_D0,cloud_experiment_results_A_D0_20260519_024529Z.json,16,EXP-20260518-017,跟车距离过近,DRIVER_SLOW_REACTION,MEDIUM,A,D0,True,6,0,0.0,驾驶员,驾驶员,True,0,1,0.0,1.35,0,0,0.0,0.0,False,0.0,0,0.0,0.0,0,36.75,43,23,72,3954.2,134,230,364,0,276,,,事故DRIVER_SLOW_REACTION发生于杭州·滨江区，严重程度MEDIUM。,主要责任驾驶员58%，系统30%，环境12%。,
A_D0,cloud_experiment_results_A_D0_20260519_024529Z.json,17,EXP-20260518-018,雨雾视距不足仍高速接近,DRIVER_SLOW_REACTION,MEDIUM,A,D0,True,6,0,0.0,驾驶员,驾驶员,True,1,2,0.5,2.7,1,1,1.0,0.1429,True,0.1667,44,0.0,0.0,74,38.5,44,23,242,3997.9,136,256,392,0,277,"weather疑似矛盾: expected=雾, mentioned=['雨']",,事故DRIVER_SLOW_REACTION发生于南京·雨花台区，严重程度MEDIUM。,主要责任驾驶员77%，系统12%，环境11%。,证据点从输入直接提取。
A_D0,cloud_experiment_results_A_D0_20260519_024529Z.json,18,EXP-20260518-019,匝道汇流未预留时距,DRIVER_SLOW_REACTION,HIGH,A,D0,True,6,0,0.0,驾驶员,驾驶员,True,0,1,0.0,1.35,0,0,0.0,0.0,False,0.0,0,0.0,0.0,0,36.75,41,23,70,4310.4,132,281,413,0,274,,,事故DRIVER_SLOW_REACTION发生于西安·高新区，严重程度HIGH。,主要责任驾驶员64%，系统26%，环境10%。,
A_D0,cloud_experiment_results_A_D0_20260519_024529Z.json,19,EXP-20260518-020,AEB 触发过晚,AEB_DELAY_OR_MISS,HIGH,A,D0,True,6,0,0.0,系统,系统,True,0,2,0.0,2.4,0,1,0.0,0.1429,True,0.0,4,0.0,0.1667,8,42.0,39,23,89,4104.3,135,244,379,0,272,,,事故AEB_DELAY_OR_MISS发生于上海·浦东新区，严重程度HIGH。,主要责任驾驶员41%，系统47%，环境12%。,
A_D0,cloud_experiment_results_A_D0_20260519_024529Z.json,20,EXP-20260518-021,静态目标未识别,AEB_DELAY_OR_MISS,HIGH,A,D0,True,6,0,0.0,系统,系统,True,0,2,0.0,1.35,0,0,0.0,0.0,False,0.0,0,0.0,0.1667,0,36.75,37,22,65,2581.1,135,161,296,0,269,,,事故AEB_DELAY_OR_MISS发生于北京·亦庄，严重程度HIGH。,主要责任驾驶员43%，系统48%，环境9%。,
A_D0,cloud_experiment_results_A_D0_20260519_024529Z.json,21,EXP-20260518-022,FCW 报警后 AEB 未跟进,AEB_DELAY_OR_MISS,MEDIUM,A,D0,True,6,0,0.0,系统,系统,True,0,2,0.0,1.35,0,0,0.0,0.0,False,0.0,0,0.0,0.1667,0,36.75,42,23,71,7610.3,137,627,764,0,275,,,事故AEB_DELAY_OR_MISS发生于武汉·东湖高新区，严重程度MEDIUM。,主要责任驾驶员36%，系统54%，环境10%。,
A_D0,cloud_experiment_results_A_D0_20260519_024529Z.json,22,EXP-20260518-023,低速行人场景漏检,AEB_DELAY_OR_MISS,HIGH,A,D0,True,6,1,0.1667,系统,系统,True,0,3,0.0,2.95,3,1,1.0,0.2857,True,0.5,9,0.0,0.5,71,52.25,37,22,227,8531.7,134,458,592,0,271,,,事故AEB_DELAY_OR_MISS发生于西安·高新区，严重程度HIGH,主要责任驾驶员36%，系统54%，环境10%,日志显示目标识别延迟0.8秒 | AEB触发时车速50km/h | 驾驶员未采取刹车的证据
A_D0,cloud_experiment_results_A_D0_20260519_024529Z.json,23,EXP-20260518-024,施工区域未减速,AEB_DELAY_OR_MISS,HIGH,A,D0,True,6,0,0.0,系统,系统,True,0,2,0.0,1.35,0,0,0.0,0.0,False,0.0,0,0.0,0.1667,0,36.75,38,22,66,5093.6,134,354,488,0,270,,,事故AEB_DELAY_OR_MISS发生于成都·高新区，严重程度HIGH。,主要责任驾驶员43%，系统48%，环境9%。,
A_D0,cloud_experiment_results_A_D0_20260519_024529Z.json,24,EXP-20260518-025,相邻车道侵入未抑制,AEB_DELAY_OR_MISS,HIGH,A,D0,True,6,0,0.0,驾驶员,驾驶员,True,0,2,0.0,1.35,0,0,0.0,0.0,False,0.0,0,0.0,0.1667,0,36.75,40,22,68,3542.9,136,212,348,0,272,,,事故AEB_DELAY_OR_MISS发生于武汉·东湖高新区，严重程度HIGH。,主要责任驾驶员54%，系统37%，环境9%。,
A_D0,cloud_experiment_results_A_D0_20260519_024529Z.json,25,EXP-20260518-026,拥堵跟车时距 <1.2s,TTC_LOW_RISK,HIGH,A,D0,True,6,0,0.0,驾驶员,驾驶员,True,0,3,0.0,1.35,0,0,0.0,0.0,False,0.0,33,0.0,0.1667,0,36.75,33,23,95,3377.4,133,229,362,0,266,,,事故TTC_LOW_RISK发生于杭州·滨江区，严重程度HIGH。,主要责任驾驶员73%，系统15%，环境12%。,
A_D0,cloud_experiment_results_A_D0_20260519_024529Z.json,26,EXP-20260518-027,cut-in 后 TTC 骤降,TTC_LOW_RISK,LOW,A,D0,True,6,0,0.0,驾驶员,驾驶员,True,0,3,0.0,1.35,0,0,0.0,0.0,False,0.0,31,0.0,0.1667,0,36.75,31,23,91,9615.1,134,624,758,0,264,,,事故TTC_LOW_RISK发生于北京·亦庄，严重程度LOW。,主要责任驾驶员63%，系统26%，环境11%。,
A_D0,cloud_experiment_results_A_D0_20260519_024529Z.json,27,EXP-20260518-028,下坡车速过快导致 TTC 不足,TTC_LOW_RISK,HIGH,A,D0,True,6,0,0.0,驾驶员,驾驶员,True,0,3,0.0,1.35,0,0,0.0,0.0,False,0.0,57,0.0,0.1667,0,36.75,34,23,120,4754.1,132,414,546,0,267,,,事故TTC_LOW_RISK发生于苏州·工业园区，严重程度HIGH。,主要责任驾驶员63%，系统26%，环境11%。,
A_D0,cloud_experiment_results_A_D0_20260519_024529Z.json,28,EXP-20260518-029,弯道出口前车减速,TTC_LOW_RISK,MEDIUM,A,D0,True,6,0,0.0,驾驶员,驾驶员,True,0,3,0.0,1.35,0,0,0.0,0.0,False,0.0,0,0.0,0.1667,0,36.75,35,23,64,3549.5,134,263,397,0,268,,,事故TTC_LOW_RISK发生于广州·黄埔区，严重程度MEDIUM。,主要责任驾驶员73%，系统15%，环境12%。,
A_D0,cloud_experiment_results_A_D0_20260519_024529Z.json,29,EXP-20260518-030,绿灯起步抢行导致 TTC 不足,TTC_LOW_RISK,MEDIUM,A,D0,True,6,0,0.0,驾驶员,驾驶员,True,0,3,0.0,1.35,0,0,0.0,0.0,False,0.0,0,0.0,0.1667,0,36.75,35,23,64,5145.1,133,341,474,0,268,,,事故TTC_LOW_RISK发生于成都·高新区，严重程度MEDIUM。,主要责任驾驶员68%，系统18%，环境14%。,
A_D0,cloud_experiment_results_A_D0_20260519_024529Z.json,30,EXP-20260518-031,大车遮挡后突然出现的慢车,TTC_LOW_RISK,HIGH,A,D0,True,6,0,0.0,驾驶员,驾驶员,True,0,3,0.0,3.15,3,3,1.0,0.4286,True,0.5,56,0.0,0.1667,87,45.75,33,23,269,5919.6,133,389,522,0,266,,,事故TTC_LOW_RISK发生于广州·黄埔区，严重程度HIGH。,主要责任驾驶员63%，系统26%，环境11%。,驾驶员分心记录 | 系统报警日志 | 环境光照条件
A_D0,cloud_experiment_results_A_D0_20260519_024529Z.json,31,EXP-20260518-032,系统请求接管后 5s 内未接管,DRIVER_TAKEOVER_FAIL,HIGH,A,D0,True,6,0,0.0,系统,系统,True,1,2,0.5,1.35,0,0,0.0,0.0,False,0.0,0,0.0,0.1667,0,31.75,42,23,70,3992.7,136,274,410,0,275,"weather疑似矛盾: expected=晴, mentioned=['雨']",,事故DRIVER_TAKEOVER_FAIL发生于南京·雨花台区，严重程度HIGH。,主要责任驾驶员39%，系统50%，环境11%。,
A_D0,cloud_experiment_results_A_D0_20260519_024529Z.json,32,EXP-20260518-033,双手脱离方向盘,DRIVER_TAKEOVER_FAIL,MEDIUM,A,D0,True,6,0,0.0,系统,系统,True,1,2,0.5,1.35,0,0,0.0,0.0,False,0.0,0,0.0,0.1667,0,31.75,44,22,72,2025.0,137,122,259,0,276,"weather疑似矛盾: expected=侧风偏大, mentioned=['雨']",,事故DRIVER_TAKEOVER_FAIL发生于南京·雨花台区，严重程度MEDIUM。,主要责任驾驶员42%，系统49%，环境9%。,
A_D0,cloud_experiment_results_A_D0_20260519_024529Z.json,33,EXP-20260518-034,接管后方向修正过量,DRIVER_TAKEOVER_FAIL,LOW,A,D0,True,6,0,0.0,系统,系统,True,0,1,0.0,1.35,0,0,0.0,0.0,False,0.0,0,0.0,0.1667,0,36.75,40,23,69,11953.9,135,869,1004,0,273,,,事故DRIVER_TAKEOVER_FAIL发生于广州·黄埔区，严重程度LOW。,主要责任驾驶员39%，系统50%，环境11%。,
A_D0,cloud_experiment_results_A_D0_20260519_024529Z.json,34,EXP-20260518-035,L3 降级时驾驶员未响应,DRIVER_TAKEOVER_FAIL,LOW,A,D0,True,6,0,0.0,驾驶员,驾驶员,True,0,1,0.0,2.4,0,1,0.0,0.1429,True,0.0,0,0.0,0.1667,63,42.0,41,23,176,7507.6,134,469,603,0,274,,,事故DRIVER_TAKEOVER_FAIL发生于苏州·工业园区，严重程度LOW。,主要责任驾驶员48%，系统42%，环境10%。,
A_D0,cloud_experiment_results_A_D0_20260519_024529Z.json,35,EXP-20260518-036,拥堵跟车系统退出未制动,DRIVER_TAKEOVER_FAIL,LOW,A,D0,True,6,0,0.0,系统,系统,True,0,1,0.0,1.35,0,0,0.0,0.0,False,0.0,0,0.0,0.1667,0,36.75,41,23,69,1969.9,135,124,259,0,274,,,事故DRIVER_TAKEOVER_FAIL发生于上海·浦东新区，严重程度LOW。,主要责任驾驶员39%，系统50%，环境11%。,
A_D0,cloud_experiment_results_A_D0_20260519_024529Z.json,36,EXP-20260518-037,驾驶员误踩加速踏板,DRIVER_TAKEOVER_FAIL,HIGH,A,D0,True,6,0,0.0,系统,系统,True,0,1,0.0,1.35,0,0,0.0,0.0,False,0.0,0,0.0,0.1667,0,36.75,41,23,70,4230.3,134,239,373,0,274,,,事故DRIVER_TAKEOVER_FAIL发生于深圳·南山区，严重程度HIGH。,主要责任驾驶员39%，系统50%，环境11%。,
A_D0,cloud_experiment_results_A_D0_20260519_024529Z.json,37,EXP-20260518-038,团雾突发能见度骤降,ENVIRONMENT_DISTURB,HIGH,A,D0,True,6,0,0.0,驾驶员,驾驶员,True,1,2,0.5,1.35,0,0,0.0,0.0,False,0.0,0,0.0,0.0,0,31.75,41,23,70,3896.5,134,239,373,0,274,"weather疑似矛盾: expected=小雨, mentioned=['雨']",,事故ENVIRONMENT_DISTURB发生于南京·雨花台区，严重程度HIGH。,主要责任驾驶员47%，系统24%，环境29%。,
A_D0,cloud_experiment_results_A_D0_20260519_024529Z.json,38,EXP-20260518-039,路面结冰侧滑,ENVIRONMENT_DISTURB,LOW,A,D0,True,6,0,0.0,驾驶员,驾驶员,True,0,1,0.0,1.35,0,0,0.0,0.0,False,0.0,0,0.0,0.0,0,36.75,41,23,70,6770.3,134,448,582,0,274,,,事故ENVIRONMENT_DISTURB发生于武汉·东湖高新区，严重程度LOW。,主要责任驾驶员53%，系统21%，环境26%。,
A_D0,cloud_experiment_results_A_D0_20260519_024529Z.json,39,EXP-20260518-040,强光逆光相机失效,ENVIRONMENT_DISTURB,HIGH,A,D0,True,6,0,0.0,驾驶员,驾驶员,True,0,1,0.0,1.35,0,0,0.0,0.0,False,0.0,0,0.0,0.0,0,36.75,40,23,68,6986.8,131,467,598,0,273,,,事故ENVIRONMENT_DISTURB发生于成都·高新区，严重程度HIGH。,主要责任驾驶员47%，系统24%，环境29%。,
A_D0,cloud_experiment_results_A_D0_20260519_024529Z.json,40,EXP-20260518-041,横风高架桥面偏移,ENVIRONMENT_DISTURB,MEDIUM,A,D0,True,6,0,0.0,驾驶员,驾驶员,True,0,1,0.0,1.35,0,0,0.0,0.0,False,0.0,0,0.0,0.0,0,36.75,43,23,72,2626.5,133,142,275,0,276,,,事故ENVIRONMENT_DISTURB发生于上海·浦东新区，严重程度MEDIUM。,主要责任驾驶员40%，系统28%，环境32%。,
A_D0,cloud_experiment_results_A_D0_20260519_024529Z.json,41,EXP-20260518-042,积水水滑,ENVIRONMENT_DISTURB,HIGH,A,D0,True,6,0,0.0,驾驶员,驾驶员,True,0,1,0.0,1.35,0,0,0.0,0.0,False,0.0,75,0.1818,0.0,0,36.75,41,23,145,9551.9,131,703,834,0,274,,,事故ENVIRONMENT_DISTURB发生于苏州·工业园区，严重程度HIGH。,主要责任驾驶员47%，系统24%，环境29%。,
A_D0,cloud_experiment_results_A_D0_20260519_024529Z.json,42,EXP-20260518-043,夜间无照明行人横穿,ENVIRONMENT_DISTURB,MEDIUM,A,D0,True,6,0,0.0,驾驶员,驾驶员,True,0,1,0.0,1.35,0,0,0.0,0.0,False,0.0,65,0.0,0.0,0,36.75,42,23,135,15887.2,132,1006,1138,0,275,,,事故ENVIRONMENT_DISTURB发生于成都·高新区，严重程度MEDIUM。,主要责任驾驶员47%，系统24%，环境29%。,
A_D0,cloud_experiment_results_A_D0_20260519_024529Z.json,43,EXP-20260518-044,人-车-路-环境多因素叠加,MULTI_FACTOR,MEDIUM,A,D0,True,6,0,0.0,驾驶员,驾驶员,True,0,2,0.0,1.35,0,0,0.0,0.0,False,0.0,35,0.0,0.0,0,36.75,35,23,99,2814.1,133,197,330,0,268,,,事故MULTI_FACTOR发生于深圳·南山区，严重程度MEDIUM。,主要责任驾驶员45%，系统31%，环境24%。,
A_D0,cloud_experiment_results_A_D0_20260519_024529Z.json,44,EXP-20260518-045,施工改道+感知降级+驾驶员分心,MULTI_FACTOR,MEDIUM,A,D0,True,6,0,0.0,驾驶员,驾驶员,True,0,2,0.0,1.35,0,0,0.0,0.0,False,0.0,58,0.0,0.0,0,36.75,35,23,122,6346.9,133,398,531,0,268,,,事故MULTI_FACTOR发生于广州·黄埔区，严重程度MEDIUM。,主要责任驾驶员54%，系统18%，环境28%。,
A_D0,cloud_experiment_results_A_D0_20260519_024529Z.json,45,EXP-20260518-046,恶劣天气+跟车过近+AEB 保守策略,MULTI_FACTOR,MEDIUM,A,D0,True,6,0,0.0,驾驶员,驾驶员,True,0,2,0.0,1.35,0,0,0.0,0.0,False,0.0,0,0.0,0.0,0,36.75,36,23,65,5872.4,132,352,484,0,269,,,事故MULTI_FACTOR发生于苏州·工业园区，严重程度MEDIUM。,主要责任驾驶员54%，系统18%，环境28%。,
A_D0,cloud_experiment_results_A_D0_20260519_024529Z.json,46,EXP-20260518-047,匝道+大车遮挡+前车急刹,MULTI_FACTOR,HIGH,A,D0,True,6,0,0.0,驾驶员,驾驶员,True,0,2,0.0,1.35,0,0,0.0,0.0,False,0.0,0,0.0,0.0,0,36.75,33,23,62,11927.4,132,814,946,0,266,,,事故MULTI_FACTOR发生于深圳·南山区，严重程度HIGH。,主要责任驾驶员61%，系统15%，环境24%。,
A_D0,cloud_experiment_results_A_D0_20260519_024529Z.json,47,EXP-20260518-048,夜间+眩光+非机动车占道,MULTI_FACTOR,HIGH,A,D0,True,6,0,0.0,驾驶员,驾驶员,True,0,2,0.0,2.15,0,0,0.0,0.1429,True,0.0,0,0.0,0.0,6,40.75,33,23,70,6725.1,132,445,577,0,266,,,事故MULTI_FACTOR发生于杭州·滨江区，严重程度HIGH。,主要责任驾驶员58%，系统24%，环境18%。,
A_D0,cloud_experiment_results_A_D0_20260519_024529Z.json,48,EXP-20260518-049,系统提示弱+环境复杂+接管犹豫,MULTI_FACTOR,HIGH,A,D0,True,6,0,0.0,驾驶员,驾驶员,True,1,3,0.3333,1.35,0,0,0.0,0.0,False,0.0,0,0.0,0.0,0,33.42,34,23,63,8120.1,134,465,599,0,267,"weather疑似矛盾: expected=多云, mentioned=['雨']",,事故MULTI_FACTOR发生于南京·雨花台区，严重程度HIGH。,主要责任驾驶员61%，系统15%，环境24%。,
A_D0,cloud_experiment_results_A_D0_20260519_024529Z.json,49,EXP-20260518-050,多车交互+信号延迟+制动不足,MULTI_FACTOR,HIGH,A,D0,True,6,0,0.0,驾驶员,驾驶员,True,0,2,0.0,1.35,0,0,0.0,0.0,False,0.0,0,0.0,0.0,0,36.75,35,23,63,5686.1,133,335,468,0,268,,,事故MULTI_FACTOR发生于武汉·东湖高新区，严重程度HIGH。,主要责任驾驶员61%，系统15%，环境24%。,
B_D0,cloud_experiment_results_B_D0_20260519_024546Z.json,0,EXP-20260518-001,追尾碰撞（跟车过近）,COLLISION,HIGH,B,D0,True,6,0,0.0,驾驶员,环境,False,0,6,0.0,1.35,0,0,0.0,0.0,False,0.0,188,0.9615,0.0,0,16.75,10,21,224,3575.0,130,231,361,0,176,,,追尾碰撞（跟车过近）,跟车过近，隧道入口雾大，施工区域未封闭完全,
B_D0,cloud_experiment_results_B_D0_20260519_024546Z.json,1,EXP-20260518-002,侧向刮擦（变道冲突）,COLLISION,HIGH,B,D0,True,6,0,0.0,驾驶员,驾驶员,True,0,6,0.0,1.35,0,0,0.0,0.0,False,0.0,234,0.9688,0.0,0,36.75,10,16,265,5861.0,132,412,544,0,174,,,侧向刮擦（变道冲突）,变道时前车突然急刹，导致侧向刮擦,
B_D0,cloud_experiment_results_B_D0_20260519_024546Z.json,2,EXP-20260518-003,静止障碍碰撞,COLLISION,LOW,B,D0,True,6,0,0.0,驾驶员,环境,False,0,6,0.0,1.35,0,0,0.0,0.0,False,0.0,243,0.9677,0.0,0,16.75,6,13,267,2903.3,124,209,333,0,163,,,静止障碍碰撞,慢车占道导致的静止障碍碰撞,
B_D0,cloud_experiment_results_B_D0_20260519_024546Z.json,3,EXP-20260518-004,倒车碰撞非机动车,COLLISION,LOW,B,D0,True,6,0,0.0,驾驶员,驾驶员,True,0,5,0.0,1.35,0,0,0.0,0.0,False,0.0,245,0.9091,0.0,0,36.75,8,28,286,2577.0,127,169,296,0,169,,,倒车碰撞非机动车,倒车时未注意后方非机动车，且路面存在抛洒物影响驾驶员判断,
B_D0,cloud_experiment_results_B_D0_20260519_024546Z.json,4,EXP-20260518-005,环岛内连环碰撞,COLLISION,MEDIUM,B,D0,True,6,0,0.0,驾驶员,驾驶员,True,0,6,0.0,1.35,0,0,0.0,0.0,False,0.0,214,1.0,0.0,0,36.75,7,6,232,3264.3,130,202,332,0,175,,,环岛内连环碰撞,匝道汇流冲突,
B_D0,cloud_experiment_results_B_D0_20260519_024546Z.json,5,EXP-20260518-006,匝道末端减速不及,COLLISION,MEDIUM,B,D0,True,6,0,0.0,驾驶员,驾驶员,True,1,6,0.1667,1.35,0,0,0.0,0.0,False,0.0,196,1.0,0.0,0,35.08,8,4,213,2581.9,127,172,299,0,175,"weather疑似矛盾: expected=小雨, mentioned=['雨']",,匝道末端减速不及,减速不及,
B_D0,cloud_experiment_results_B_D0_20260519_024546Z.json,6,EXP-20260518-007,隧道内低速追尾,COLLISION,MEDIUM,B,D0,True,6,0,0.0,驾驶员,驾驶员,True,1,5,0.2,1.35,0,0,0.0,0.0,False,0.0,230,0.9032,0.0,0,34.75,7,29,271,2132.4,125,153,278,0,171,"weather疑似矛盾: expected=冰雪, mentioned=['雪']",,隧道内低速追尾,由于冰雪路面湿滑，制动距离增加，驾驶员反应不足导致低速追尾,
